ProteinGroup	NV-284-14D	NV-284-Pre	NV-285-14D	NV-285-Pre	NV-291-14D	NV-291-Pre	NV-292-14D	NV-292-Pre	SHAM-257-14D	SHAM-257-Pre	SHAM-258-14D	SHAM-258-Pre	SHAM-485-14D	SHAM-485-Pre	SHAM-523-14D	SHAM-523-Pre	SNI-259-14D	SNI-259-Pre	SNI-260-14D	SNI-260-Pre	SNI-509-14D	SNI-509-Pre	SNI-514-14D	SNI-514-Pre
2A-dyr14-06_GL0054569;6-4_GL0031153;Group2-3A_GL0206010	NA	NA	NA	NA	35192.19879	14258.93092	52627.25021	NA	12526.55703	NA	17875.17953	NA	30663.5621	24517.65323	53006.6939	23580.90142	49047.13593	40057.26745	45294.28564	23698.84365	28639.15721	52278.94844	103507.8912	38833.54341
2A-dyr14-06_GL0054569;6-4_GL0031153;S-Fe9_GL0145303	14676.4	7655.09	8549.77	NA	37872.12465	22479.8	40780.18063	21397.5	43283.5	8796.37	33869.12757	21244.1	24112.3	30991.89923	69653.1	25711.2	41212.98117	55971.9	35523.18696	37069.7	25762.5	26494.50042	33642.7	34589.26332
2A-dyr14-06_GL0054569;Group2-2A_GL0086756	NA	7384.957282	7527.665466	NA	27270.90112	29911.54307	43769.54505	15811.63365	53874.30103	6213.919775	29923.32447	17871.35167	17024.45951	17979.47787	48150.08081	11009.4988	50058.71709	25478.38224	21395.0748	31141.0428	25007.85348	59685.69078	9572.682575	28949.58721
2A-dyr14-06_GL0056636	NA	NA	NA	NA	16345.60071	8933.755537	13329.22831	7789.428252	17801.08536	NA	43944.31332	NA	NA	NA	NA	NA	26785.20861	5584.922247	41248.9658	6464.478431	NA	NA	8848.327959	16264.13444
2A-dyr14-06_GL0056642	NA	NA	NA	NA	6671.182529	4728.619086	4751.004212	2302.171235	13427.55371	NA	25313.86282	NA	NA	NA	NA	NA	16513.66405	NA	22070.7726	NA	NA	NA	5955.869532	8039.288962
2A-dyr14-06_GL0063007	19928.80051	16369.57722	16896.66719	18382.30283	49449.11962	26162.07236	33650.49898	22752.32395	33647.11085	NA	28187.7488	25306.15535	37831.62811	25150.13624	53208.87087	35048.5117	48154.37597	27133.74076	38340.66138	37029.28273	24826.42523	30480.40245	40876.80633	45093.32062
2A-dyr14-06_GL0063007;8-1_GL0118489	NA	NA	NA	NA	NA	20348.15078	29931.65853	22924.49446	27957.42099	NA	NA	22271.28271	30861.08823	13253.66088	11321.61878	NA	NA	NA	20947.99194	12267.03011	18300.81449	NA	42244.85416	27068.19247
2A-dyr14-06_GL0065220	10395.14023	12082.25709	4081.921755	17276.16583	42301.78198	35525.91082	37708.02164	46466.79776	39103.89101	9118.271544	28300.73936	23289.65391	50299.18004	30787.29147	42574.52675	55371.0403	49753.99283	40210.29699	25064.69926	34149.58697	38455.72276	42196.01451	54046.29906	40848.00943
2A-dyr14-06_GL0067287	7288.414312	NA	12037.21953	NA	178330.202	74796.03669	67167.71264	NA	14211.6073	NA	119991.1989	18818.82953	NA	NA	110104.726	81292.05222	38443.00979	NA	228444.9731	52555.89795	NA	NA	115423.4049	NA
2A-dyr14-06_GL0067504;G1-5A_GL0148276	27937.96994	7820.255496	NA	10819.51714	32603.44026	21744.10153	55328.16899	26848.3995	22193.50494	10305.75968	32886.55468	38455.55543	NA	10846.43671	15434.00658	18904.84134	24067.04334	18137.03416	22164.21434	36304.60106	14480.0568	21204.0782	NA	32468.43028
2A-dyr14-06_GL0067504;G1-5A_GL0148276;S-Fe9_GL0075309	NA	NA	NA	NA	6412.570485	5288.898723	5693.535828	10049.04184	7154.257721	NA	NA	3630.009921	2651.566302	3741.068912	7364.22785	NA	14152.28904	NA	3872.275844	NA	5677.169372	NA	3502.125005	4142.347644
2A-dyr14-06_GL0067542;37_GL0062309;S-Fe2_GL0109456;S-Fe8_GL0119315	36172.7	25996.5	27316.1	19939.5	12329.9	11456.8	35202.1	42371	6257.68	45642.9	29253.6	28415.4	26078.4	33046.5	17063.4	24054.7	32465.7	37481.5	29502.8	42522.8	57659.3	34070.8	18819.8	14891.5
2A-dyr14-06_GL0067542;S-Fe8_GL0119315	37378.02464	28431.50362	25076.27675	15626.19378	11147.57753	12200.13836	23035.92065	34106.51592	6047.646341	43657.61439	19484.59119	30012.53534	21399.62823	34396.229	14258.50694	18620.20594	30228.2104	36695.95684	30959.84564	31306.04607	75281.08424	20562.9403	15314.31976	12565.16155
2A-dyr14-07_GL0007669	19492.51327	15986.15144	18695.16644	14186.53054	16945.17322	16152.73328	10891.36308	8533.39753	20834.83484	26526.02324	11878.7448	6399.626078	NA	NA	NA	NA	10537.00921	12539.46913	35273.89364	11851.70764	NA	NA	NA	18632.16724
2A-dyr14-07_GL0018422	NA	NA	NA	NA	NA	7837.63	NA	NA	13972.7	3134.6	NA	NA	NA	NA	NA	NA	NA	6309.39	NA	NA	6797.5	NA	9896.65	NA
2A-dyr14-07_GL0036596	NA	NA	NA	NA	170951.0529	NA	29256.41435	NA	36369.72537	NA	14097.22966	NA	331599.6001	NA	57724.88757	NA	NA	41639.71267	NA	NA	244001.3782	53095.85064	12651.38429	157759.0873
2A-dyr14-07_GL0037894	22276.38384	20631.48608	29364.10149	17623.48328	25128.60794	26659.34256	49852.39595	57929.78086	11696.65495	61646.72962	22298.68648	48176.47974	39913.51233	72963.67343	34996.26516	34243.72942	41793.98641	84876.34947	16974.69307	44708.95072	40586.24206	63893.56644	24632.24195	27084.31385
2A-dyr14-07_GL0061336	5012.337329	NA	1214.185341	1102.277031	46515.83704	1847.539406	34921.23473	25264.20971	12977.00808	15462.3998	24729.73629	70895.13728	NA	26433.38009	34536.89747	17893.54144	16262.64932	14289.41339	7841.206516	22095.81625	35596.19856	8014.737035	25674.83628	45777.39568
2A-dyr14-07_GL0061336;S-Fe6_GL0000175	13003.8	4279.3	1705.94	3402.06	24155.8	30306.3	24432.5	59176.1	21544.6	7844.94	9213.96	25081.8	12105.1	23744.3	35834.2	28320.2	27965.7	28432.3	8358.51	30432.8	19093	58774.3	20618.2	16300.7
2A-dyr14-07_GL0067822	NA	4809.993448	NA	7097.010546	10160.21106	8855.907072	8759.519496	9904.317411	7987.513236	3981.446166	6145.869149	4650.465693	17819.68387	7398.850332	7291.679891	10683.61154	13013.7031	7138.16011	7796.885098	6426.079488	5737.673932	8875.841268	8829.416035	11502.26478
2A-dyr16-06_GL0000485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6072.91	NA	NA	NA	7888.89	NA	NA	NA	NA	NA	NA
2A-dyr16-06_GL0003807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7944.624558	NA	30330.10636	NA	NA	NA	11198.34149	NA	NA	NA
2A-dyr16-06_GL0003807;3-1_GL0091210;5-6_GL0113646;6-3_GL0079906;G1-6A_GL0013372;Group2-3A_GL0207017	NA	NA	NA	NA	4517.716272	1749.160605	2594.956475	1278.305512	3796.807457	NA	1857.462553	NA	3772.769014	NA	8883.991541	NA	5577.059775	2749.696561	6550.633163	2854.274604	1476.747898	4227.115783	2984.689116	4243.19713
2A-dyr16-06_GL0003807;6-2_GL0015920;7-4_GL0124434;Group2-3A_GL0207017;MC-6-2_GL0128003	43666.2	35577.7	23150.3	23639.2	NA	27148.5	41599.49546	35292.6	50877.4	25850.9	48348	45158.4	NA	17971.4	58259.33592	47887.7	59003	42080.1	56886.6	52717.6	44926.4	NA	NA	73781.26498
2A-dyr16-06_GL0003807;6-3_GL0079906;7-4_GL0124434	NA	NA	NA	NA	3046.37	NA	1122.08	1779.42	NA	NA	NA	NA	1754.81	NA	NA	NA	5212.25	NA	1734.86	NA	NA	NA	2166.87	3057.55
2A-dyr16-06_GL0003807;G1-5A_GL0015165	6948.79	1656.09	4115.47	1554.1	23256.29161	9752.994389	27650.66088	15974.15455	19279	7612.23	8453.08	15021.1	26821.2	1959.2	24512.3	12536.9	41638	33728.2	9639.61	7324.06	6904.149445	18124.5	12265	24782.15609
2A-dyr16-06_GL0009609	NA	NA	NA	NA	5800.238254	NA	4266.636466	10322.29623	7804.564897	4845.712557	7112.14401	3937.649587	8276.508128	4424.085872	5835.417509	9588.869342	6492.671993	6527.216995	4753.024909	5036.355274	7210.80877	3872.16731	7787.472547	6012.813168
2A-dyr16-06_GL0018814	NA	5867.567089	6998.262944	4984.456672	9708.549771	12588.26249	16797.50416	16971.3661	NA	NA	NA	6538.936311	4243.714749	8704.343398	NA	NA	4121.826846	10634.58974	4117.00004	11066.96475	NA	9435.684463	NA	10085.6784
2A-dyr16-06_GL0018814;6-4_GL0019150	2050.43	2375.77	3390.62	1593.48	7647.56	4713.28483	6902.702327	6534.63826	3800.762758	NA	4068.515956	3708.239826	6003.78	3577.87	9502.216649	6535.911734	9320.198502	5204.28	5020.09	3589.472093	2255.95	7527.76	3752.52	4961.409395
2A-dyr16-06_GL0018814;6-4_GL0019150;Group2-2A_GL0060906	4274.123165	5497.076802	9405.546776	5573.244276	10830.39522	17875.79434	20312.2953	16928.44811	19679.75618	6295.344473	21969.56245	12775.67254	7980.91627	10607.91138	18042.57695	16300.5616	28094.42626	22380.4914	17276.81312	13359.42384	10525.23719	17235.85184	5488.232062	10085.89923
2A-dyr16-06_GL0018814;6-5_GL0060362;Group2-2A_GL0060906	16843.25275	9986.215411	30342.26704	10509.23192	18035.20776	30013.02801	27599.10594	33819.51443	36880.27064	12620.91797	10403.39305	23470.11459	15315.92568	10259.7458	21616.55918	12925.37623	39168.33138	39943.1439	16717.21494	17196.35721	14778.94108	33585.37522	8999.611495	20888.54596
2A-dyr16-06_GL0019187	2840.363231	16776.57245	25569.99883	23974.22368	21427.69165	80658.89777	3245.294931	47879.28504	95038.74861	33969.91805	5809.69755	3006.855539	34813.61138	NA	8189.219597	7370.115309	172624.6324	126094.1098	63819.30579	3854.278085	4735.152924	27117.26387	6845.492333	20349.50039
2A-dyr16-06_GL0019187;G1-5A_GL0154854	NA	NA	NA	NA	NA	NA	NA	10819.96972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2A-dyr16-06_GL0020786	NA	NA	NA	2179.407782	2703.833727	2072.300961	NA	1536.793609	3252.1675	NA	NA	NA	2043.389432	4431.782559	540.4305763	6008.249486	NA	NA	2283.966809	NA	NA	NA	1204.006701	2914.322097
2A-dyr16-06_GL0021101	6334.773208	8428.287942	4009.683197	8056.579797	25113.60618	30397.03123	44342.97692	22513.95627	NA	NA	NA	18168.66601	9556.596497	20294.67696	3816.334204	NA	6099.179811	22558.89508	13797.60333	19974.81035	NA	21605.10786	11263.09321	25437.19778
2A-dyr16-06_GL0021101;4-3_GL0038994;5-4_GL0118669;6-1_GL0039873;6-3_GL0056201;6-4_GL0027646;6-5_GL0029896;6-6_GL0112695;8-4_GL0005749;G1-5A_GL0031161;Group2-4A_GL0005933;Group2-8A_GL0235603;S-Fe8_GL0076667	44592.74507	35606.68159	58188.54056	39403.01038	129412.5116	75428.79039	179733.2794	70732.80926	116303.474	43554.98402	96415.4067	79324.03356	84748.70397	55613.86464	182667.5207	122685.0991	177870.9711	125330.0696	90664.60298	89371.14743	72347.40148	175741.2497	114559.7216	148312.1284
2A-dyr16-06_GL0021101;4-3_GL0038994;5-4_GL0118669;6-1_GL0039873;6-3_GL0056201;6-4_GL0027646;Group2-4A_GL0005933;S-Fe8_GL0076667	NA	NA	NA	NA	23333.3	8957.73	25406.3	9240.02	8032.78	NA	NA	12676.3	5254.32	7221.53	25906.3	14504.4	NA	15326.6	21128.6	NA	11132.4	17414.3	11047.9	29697.8
2A-dyr16-06_GL0021101;4-3_GL0038994;6-3_GL0062506;6-4_GL0027646;6-6_GL0112695;Group2-8A_GL0223719;S-Fe9_GL0037037	NA	NA	NA	NA	4118.598687	NA	NA	2667.118718	NA	NA	NA	NA	1750.061193	NA	NA	NA	NA	NA	NA	NA	NA	NA	3175.197373	NA
2A-dyr16-06_GL0021101;4-3_GL0038994;6-4_GL0027646	NA	1582.350086	NA	NA	15315.31697	5928.576627	12291.82887	14815.68574	6976.132966	NA	4063.882931	4294.376044	7853.296347	8406.550107	3648.417269	6484.386931	NA	4147.743694	10840.53516	6235.636904	7373.435014	NA	17216.50506	9417.322756
2A-dyr16-06_GL0021101;5-4_GL0118669;6-4_GL0027646;S-Fe8_GL0076667	NA	17609.16383	16621.98271	25537.21195	78070.32354	31228.20702	47202.73401	47096.63594	41820.4721	14182.17888	34972.15233	53874.34947	27548.20825	18296.0831	40934.1549	68680.00738	86851.71079	39403.50448	48600.02498	38099.31346	22195.33534	53686.07376	44478.55222	85999.85781
2A-dyr16-06_GL0021101;6-1_GL0039873;6-3_GL0056201;6-4_GL0027646;6-5_GL0029896;8-4_GL0019066;Group2-4A_GL0005933;Group2-8A_GL0235603	32172.6	21077.5	NA	18111	71593.7	50554.4	105136	77990.04615	95211.6	13151.1	76716.5	74655.321	54045.09682	36570	106237	97852.4	99970.2	69071.8	80193.8	71719.8	58225	122295	30763.2	69499
2A-dyr16-06_GL0021101;6-1_GL0039873;6-4_GL0027646;8-4_GL0019066;G1-5A_GL0031161;Group2-4A_GL0005933;S-Fe8_GL0076667	11235.62491	9746.489814	9730.147781	12810.96048	94120.85377	59952.0831	91601.50164	60291.87076	83842.11328	NA	39943.4284	53817.66861	76325.23579	64836.01029	107422.0535	55831.66485	74344.73247	41322.45168	131008.1889	65759.16687	71192.40721	59696.57301	99353.095	87916.69994
2A-dyr16-06_GL0021101;6-1_GL0039873;6-4_GL0027646;8-4_GL0019066;Group2-4A_GL0005933	6697.38	9687.65	12642.1	7104.84	40962.36461	15269.1	25191.8	32391.11281	60369.70312	3691	21165.9	42314.00174	31318.7	18038.1	50210.49677	45469.62397	49085.94104	21892.7	31759.33568	34081.89141	30278.9	52911.91124	32297.1	42260.7
2A-dyr16-06_GL0021101;6-1_GL0039873;6-4_GL0027646;G1-5A_GL0031161;Group2-4A_GL0005933;S-Fe8_GL0076667	NA	NA	NA	NA	NA	NA	NA	2834.58	NA	NA	NA	NA	1379.63	NA	3265.44	NA	6104.19	NA	1687.99	NA	NA	NA	4566.97	4205.58
2A-dyr16-06_GL0021101;6-1_GL0039873;8-4_GL0019066;G1-5A_GL0031161;Group2-4A_GL0005933;Group2-8A_GL0235603;S-Fe8_GL0076667	NA	2962.95	1985.08	4440.4	7388.59	1941.98	4003.98	5997.05	9746.33	NA	NA	6835.17	7066.73	3292.79	NA	6588.44	16053.3	NA	2659.45	5162.05	8218.05	16693.4	6598.08	9005.12
2A-dyr16-06_GL0021101;6-4_GL0027646	9034.774557	11484.72442	7674.378612	10578.50255	41264.00528	30914.70591	50489.00094	30962.12749	25249.08254	NA	54542.30071	26161.15093	19359.39683	27776.0941	41699.59322	58624.55678	28013.76137	32855.37232	52735.87718	27759.02552	13078.71765	36803.05315	23703.77905	34638.34846
2A-dyr16-06_GL0021101;6-4_GL0027646;8-4_GL0005749;Group2-8A_GL0223719	13625.5	10465.9	4904.86	11832.9	47064.8	31018.8	64997	20484.5	23252.8	4310.89	36593	23446.9	34426.1	28455.8	9309.63	34562.4	28430.2	25955.3	56356.5	32566.5	30431.8	38373.6	35799.2	45380.5
2A-dyr16-06_GL0021101;6-4_GL0027646;8-4_GL0019066;G1-5A_GL0031161;Group2-4A_GL0005933;S-Fe8_GL0076667	NA	NA	NA	NA	NA	6169.536874	8901.781256	5352.681836	NA	NA	NA	2700.137235	NA	7182.999607	NA	NA	NA	NA	10709.21824	NA	6145.340774	NA	6442.877469	NA
2A-dyr16-06_GL0021101;6-4_GL0027646;8-4_GL0019066;S-Fe7_GL0139385	NA	NA	NA	NA	NA	805.268	NA	1351.2	NA	NA	NA	NA	NA	NA	1125.5	NA	1299.26	NA	NA	NA	NA	NA	1095.68	475.76
2A-dyr16-06_GL0031896	NA	NA	NA	3330.999227	10618.7383	NA	NA	9855.544211	4945.473652	NA	NA	NA	10492.26845	NA	NA	10978.18742	9968.794782	8197.324136	NA	9975.858956	5758.97934	NA	5994.452321	NA
2A-dyr16-06_GL0039105;2B-dyr19-06_GL0030623	NA	NA	NA	NA	10332.18365	6377.817648	NA	7242.079657	NA	NA	NA	14149.43916	9788.140756	NA	21650.13471	NA	NA	NA	NA	NA	NA	NA	33870.73009	13088.75587
2A-dyr16-06_GL0039105;2B-dyr19-06_GL0030623;6-2_GL0004768;Group2-3A_GL0004437	NA	NA	NA	NA	NA	NA	NA	2500.06	NA	NA	NA	4985.64	4375.422535	NA	NA	NA	NA	NA	NA	NA	NA	NA	12615.97923	NA
2A-dyr16-06_GL0039105;2B-dyr19-06_GL0030623;G1-2A_GL0118566;Group2-1A_GL0049538	11617.5	1068.18	3930.14	2041.52	9353.52	NA	13511.9	NA	4190.19	NA	8175.65	3994.34	7553.02	4096.81	15610.7	NA	4852.99	6814.36	10126.5	11931.6	4893.51	3521.42	21725	8197.45
2A-dyr16-06_GL0046586	6774.125875	NA	10659.29664	NA	8908.515456	3880.509293	16853.2293	3836.878294	7722.500526	NA	11809.64364	13522.66701	6619.823814	NA	12554.32207	NA	7572.557859	7912.081383	3302.300572	11350.35665	6910.078691	7399.936617	5946.091067	10657.04731
2A-dyr16-06_GL0046586;34_GL0037103	NA	3047.65	NA	4484.5	9317.22	4255.18	10493.3	NA	NA	NA	9128.99	NA	22695.9	NA	4410.81	11715.5	NA	NA	NA	NA	NA	NA	NA	7835.44
2A-dyr16-06_GL0051101	17887.61275	14207.74441	7766.39297	16611.4884	32555.88513	27868.33219	40521.1113	46329.92726	34394.21215	15850.73826	28708.10442	33623.39376	22020.54228	28550.91816	25631.202	37408.5694	40898.62907	34893.76717	30127.1361	40122.46584	21408.9023	55776.01623	19441.22348	34777.92861
2A-dyr16-06_GL0051101;4-3_GL0027270;6-3_GL0009164;Group2-3A_GL0207061	43696.7	18997.5	23044.8	27598.2	95552.8	57631.7	171482	76619.9	123414	39986.1	85917.9	66423	91946.6	51274.9	106230	91389.2	146268	96513.6	99798.9	81984.5	61808.9	90972.6	33125.2	99020.9
2A-dyr16-06_GL0051101;6-3_GL0009164;Group2-3A_GL0207061	NA	NA	NA	NA	NA	6123.05	NA	8058.81	9902.1	NA	NA	10108.2	10735.3	10490.8	11701.7	NA	NA	NA	20399.2	NA	10558.2	NA	13351.9	21387.8
2A-dyr16-06_GL0051101;6-3_GL0009164;Group2-3A_GL0207061;Group2-8A_GL0215753	8115.270451	4301.376756	4434.458121	5864.24565	24958.18554	9114.708046	21723.23127	10817.98298	15955.76272	5280.517782	21225.7464	15875.88548	18563.59816	10155.68379	23134.5388	14428.07521	17955.59609	20546.42586	22165.13492	21514.67172	18970.29896	16399.54116	12217.09494	20874.06053
2A-dyr16-06_GL0051101;Group2-3A_GL0207061;Group2-8A_GL0215753;S-Fe6_GL0192645	NA	NA	NA	NA	NA	NA	NA	3901.9	NA	NA	NA	NA	3887.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	3153.35	NA
2A-dyr16-06_GL0051101;Group2-8A_GL0215753	35372	20374.2	11442.6	26087.2	62517	42658.4	76398.1	104913	75992.8	20637.8	40913	65047.5	59610.1	53638.7	8295.3	65565.5	67538.5	40386.6	36801.2	50738.5	42051.1	110857	59429.4	58310.5
2A-dyr16-06_GL0058151	5366.934438	7964.210339	6700.050907	7429.625232	24700.92996	13979.13441	28468.11942	16974.41108	6723.372101	NA	4847.410626	22527.63964	9856.261056	14909.15249	11019.27711	NA	16401.16574	9246.797064	7811.811505	16659.48749	NA	20638.13048	4197.520921	21258.08771
2A-dyr16-06_GL0058151;6-3_GL0069578;7-8_GL0114370;8-3_GL0061297;Group2-2A_GL0043028;Group2-3A_GL0129300	NA	NA	NA	NA	NA	NA	NA	4821.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2A-dyr16-06_GL0058151;6-3_GL0069578;7-8_GL0114370;8-3_GL0061297;Group2-3A_GL0129300;S-Fe10_GL0097879	NA	NA	NA	NA	882.549	267.642	NA	484.828	NA	NA	NA	317.565	NA	533.648	NA	NA	751.296	NA	NA	NA	NA	NA	336.392	1382.45
2A-dyr16-06_GL0058151;7-8_GL0114370	NA	NA	3500.29	NA	11301.6	6506.02	9770.39	7055.955992	10613.5	NA	4740.04	NA	8975.4	6857.59	21056	8584.14	21901.6	5357.59	14059.2	4318.83	10255.2	7494.53	15987.09061	11073
2A-dyr16-06_GL0058151;7-8_GL0114370;8-8_GL0115817	NA	6434.420331	NA	NA	17529.05084	12862.69366	11838.959	12772.58426	14694.51911	4603.293412	10216.49074	3173.367898	10491.9976	15787.4075	23983.51388	8631.692802	20999.8824	9680.704002	14939.99988	12677.08625	NA	9230.998141	19653.33055	17842.02644
2A-dyr16-06_GL0058265;3-3_GL0040372	NA	NA	3667.03	NA	10071.21518	NA	6714.43	9804.683621	NA	NA	NA	NA	9081.126819	2601.63	9854.470762	11570.56371	7603.963792	NA	NA	2870.17	9352.851017	4213.173409	2775.11	10157.97402
2A-dyr16-06_GL0058265;6-5_GL0047854;Group2-8A_GL0147617	NA	NA	NA	654.418	1652.49	953.605	2061.24	NA	1393.2	NA	NA	NA	1808.94	NA	4161.38	NA	2535.58	2101.78	NA	NA	1948.74	1241.34	1052.26	2174.5
2A-dyr16-06_GL0058265;Group2-8A_GL0147617	NA	NA	NA	NA	2685.237846	1384.955078	NA	1449.79343	1461.793564	NA	NA	NA	3299.446711	850.2360574	6175.558347	NA	3743.732243	NA	3590.741628	NA	NA	2843.241554	1962.507117	2062.490782
2A-dyr16-06_GL0061657	15819.40965	NA	10508.6072	4242.037522	21771.51473	9542.02448	37987.95479	8805.068432	22692.27422	7257.936533	22541.60099	28286.3233	23340.85136	5267.627832	19388.2058	8522.274335	17503.83206	17709.1521	9490.622174	18951.21885	14487.09835	12975.91898	15816.7582	22971.07619
2A-dyr16-06_GL0081325;S-Fe9_GL0055917	30873.9392	1102.080129	20470.18332	2612.617928	20816.23566	17320.7365	41677.75741	9971.734079	20368.55019	9011.606549	29187.31313	32912.91407	19937.85172	21019.85467	31626.03266	12306.53634	20609.28186	23425.52697	13056.57374	28126.99064	16401.50938	21407.39016	15308.05945	22331.91401
2A-dyr16-07_GL0000620	5837.901605	NA	NA	NA	NA	NA	3054.671677	NA	NA	6996.470217	6207.659366	NA	NA	NA	2534.874532	NA	NA	NA	NA	8396.718468	NA	NA	NA	NA
2A-dyr16-07_GL0000620;5-3_GL0050893	54085.7	NA	45512.9	3421.88	140693	29695.5	21665.3	24939.5	76988.9	90262.3	52953.5	66131.9	202042	123777	79938.5	227891	125937	57604	103016	101345	291103	96986.2	203199	123508
2A-dyr16-07_GL0005642	NA	4702.281205	NA	5040.084896	10112.04912	13235.22921	12714.27086	9856.631541	11039.82053	7551.019277	10625.92473	9456.958678	15948.09301	11050.33491	8710.922154	12367.01087	13395.16464	12080.27337	6961.021519	14759.84435	7944.822352	16510.72665	15421.76487	9962.348685
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-4A_GL0053272;Group2-7A_GL0071327;MC-6-4_GL0091933;MH-6-1_GL0051393;MH-6-4_GL0083008;S-Fe20_GL0000429;S-Fe2_GL0143674;S-Fe7_GL0219876;S-Fe9_GL0087886	7105.32	13683.7	NA	18812.4	42384	23011.5	15426.9	11475.2	13013.8	NA	20616.5	18629.9	21094.8	52504.9	50772.2	23993.4	14716.2	15674.7	35354.4	20613.1	NA	8703.63	29339.7	40768.7
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-4A_GL0053272;Group2-7A_GL0071327;MC-6-4_GL0091933;MH-6-1_GL0051393;S-Fe2_GL0143674	7009.63	7404.22	3606.3	8472.97	22677.5	12264.2	16941.4	5479.85	12433.1	2931.51	13203.3	5972.4	22826	10514.5	5013.12	10269.4	16212.1	5049.93	16410.8	9534.59	4508.77	9168.15	17351.8	21730.6
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-4A_GL0053272;Group2-7A_GL0071327;MC-6-4_GL0091933;MH-6-1_GL0051393;S-Fe2_GL0143674;S-Fe7_GL0219876	NA	NA	NA	2200.719608	4371.918379	3346.955941	NA	NA	NA	NA	NA	NA	1641.739389	9977.092428	7468.75168	NA	NA	NA	5933.327906	NA	NA	NA	4924.901273	4294.816098
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-4A_GL0053272;Group2-7A_GL0071327;MC-6-4_GL0091933;MH-6-1_GL0051393;S-Fe20_GL0000429;S-Fe2_GL0143674;S-Fe7_GL0219876;S-Fe9_GL0087886	11964.6	16123.1	14392.8	21416.9	39929	19542.2	13654.1	NA	11637.6	5931.25	23598.7	8717.65	29167.4	69866.6	87801.5	27304.6	13930.1	13655.9	50609.8	11100.3	NA	6235.22	62459.9	38231.4
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-4A_GL0053272;Group2-7A_GL0071327;MC-6-4_GL0091933;MH-6-1_GL0051393;S-Fe7_GL0219876	NA	1239.2	940.925	1413.23	3112.2	NA	NA	NA	NA	NA	NA	NA	NA	1189.44	2714.64	3125.75	2550.29	NA	1076.85	NA	NA	2138.26	2492.36	2200.58
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-4A_GL0053272;Group2-7A_GL0071327;MC-6-4_GL0091933;S-Fe2_GL0143674	1735.83	1629.77	1504.13	1912.56	4914.91	2936.72	2769.55	2331.59	3165.71	2003.59	5229.17	1490.06	4234.63	5268.03	5517.24	4241.53	2722	2797.6	4510.88	3175.51	1627.75	3291.31	5721.6	4269.26
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-4A_GL0053272;Group2-7A_GL0071327;S-Fe2_GL0143674;S-Fe7_GL0219876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5760.274576	NA	NA	NA	5280.834629	NA	NA	NA	2743.951242	NA
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-7A_GL0071327;MC-6-4_GL0091933;S-Fe2_GL0143674	NA	3047.89	1832.19	3515.49	7262.91	4791.95	3989.12	2204.06	NA	NA	6028.27	NA	4195.67	9770.36	10481.2	5789.24	3114.81	NA	6704.41	7023.87	NA	1974.91	6910.57	6651.77
2A-dyr16-07_GL0016158;3-7_GL0035829;Group2-7A_GL0071327;MH-6-1_GL0051393	NA	1261.26	1208.98	2064.88	1601.68	2122.75	NA	495.819	NA	NA	1869.57	NA	1207.59	3062.81	766.731	NA	1314.56	NA	2977.82	NA	NA	1236.72	1425.87	1925.11
2A-dyr16-07_GL0016158;3-7_GL0035829;MH-6-1_GL0051393;S-Fe2_GL0143674;S-Fe7_GL0219876	NA	NA	NA	NA	4021.877427	1976.140096	NA	NA	NA	NA	NA	NA	2179.214472	4117.96439	5308.729828	NA	NA	NA	5296.557573	NA	NA	NA	4150.463073	4299.169984
2A-dyr16-07_GL0016158;Group2-7A_GL0071327;MH-6-1_GL0051393;S-Fe7_GL0219876	NA	2028.01	1042.07	3998.77	7616.41	4559.78	1820.62	NA	NA	1359.39	4392.55	NA	NA	3643.73	NA	4259.67	1783.84	1755.86	7173.28	NA	NA	NA	NA	5912.06
2A-dyr16-07_GL0017169	2931.52	18413.2	7521.26	15746.7	36370.8	31674.3	11257.3	7482.82	NA	NA	3277	11203	1272.37	11136.1	91601.8	NA	3227.53	14368.1	24272.2	18496.6	1371.4	19977.8	7268.99	41516.1
2A-dyr16-07_GL0017169;6-4_GL0087333	18801.1	66103.3	34813.4	49987.1	130139	112587.4806	52206.2	54036.9261	NA	NA	11652.5	85373.95055	NA	31981.75945	182051.3239	NA	17481.7	78114.6	66062.8	61729.2	10453.7	144578.0585	13091.1	106466.3976
