ProteinGroup	NV-284-14D	NV-284-Pre	NV-285-14D	NV-285-Pre	NV-291-14D	NV-291-Pre	NV-292-14D	NV-292-Pre	SHAM-257-14D	SHAM-257-Pre	SHAM-258-14D	SHAM-258-Pre	SHAM-485-14D	SHAM-485-Pre	SHAM-523-14D	SHAM-523-Pre	SNI-259-14D	SNI-259-Pre	SNI-260-14D	SNI-260-Pre	SNI-509-14D	SNI-509-Pre	SNI-514-14D	SNI-514-Pre
Q9CQN1	50419.8701	50099.13755	31879.46479	61714.10281	13045.50777	76945.75215	10992.28553	29728.66272	36803.43673	36569.04669	31430.43428	25888.72763	26195.98922	27767.62148	25198.46134	19125.53592	13328.71084	54885.13424	34634.7115	26373.82582	22772.5119	12887.40897	30350.15794	13238.27047
Q9CQQ7	39078.7388	47355.39826	36972.87797	37780.70383	NA	97812.66565	8822.183158	7645.576669	30521.39569	29046.43362	24180.39906	24478.08848	21895.11422	49871.91435	16748.33455	11358.86797	9082.576941	64793.03849	37109.51203	37134.81495	7783.450781	15268.84171	20300.51051	NA
Q9CQR2	9640.94976	13820.35756	14266.07764	11867.40818	NA	14788.18443	NA	NA	10676.62309	NA	7143.742194	NA	9100.865476	11982.25069	5142.25284	NA	NA	10582.31952	12736.66468	11629.31798	NA	NA	8549.597191	NA
Q9CQR4	6514.698955	10655.26506	NA	4845.54286	NA	11231.05736	NA	NA	5685.822853	NA	NA	6869.300986	NA	NA	NA	NA	NA	11009.47385	6520.06696	NA	NA	NA	4800.458166	NA
Q9CQS8	NA	5798.766715	5136.4236	5699.822091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CQV3	16111.45587	11034.69662	12227.95646	7502.747411	6945.245636	9024.78158	8450.955691	12631.29746	15350.54133	14024.62783	22669.67838	10620.10338	10670.45212	7883.743561	5303.170915	10560.91246	10877.61089	10765.70443	16615.17212	15189.17925	16529.17817	7471.216107	13927.89918	6864.036298
Q9CQV8	10127.33405	33202.32658	30617.55493	21497.00323	3619.704882	20736.13336	NA	NA	6720.204961	5873.957467	7258.16967	3958.701954	7419.202308	10948.36603	7934.67583	3723.034636	4982.881266	28047.30355	11067.16233	9251.066617	NA	NA	7669.78479	NA
Q9CQW1	NA	2495.811366	2023.838402	2116.233819	NA	2225.929794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CQW2	16337.12895	24415.53037	14091.77832	22968.08456	9906.281815	19919.86983	NA	11500.96477	19485.71868	12519.22888	19443.55829	7727.075143	22242.28539	17989.64128	12412.07199	14563.44492	NA	21559.26811	13171.78269	23330.68539	NA	NA	17162.56162	12172.04437
Q9CQW5	9814.052374	8690.950301	7140.557331	13059.10919	3163.065308	6383.816076	2877.529354	5931.176393	11165.62482	7238.941766	9812.360565	6299.613765	13108.7045	12150.44902	2321.98884	3500.997507	5802.823785	5566.344096	10806.5177	8503.948258	10460.31474	3597.814682	13747.1148	3240.095561
Q9CQX2	10344.7	18875.1	24932.9	15860.71002	NA	18994.43768	NA	NA	12591.8	13472.2	10196.3	9835.59	12140.6	12224.4959	7076.652119	9166.35	4008.95	27076.41572	7741.62487	17437.6	5420.23	10645.3	5525.18	NA
Q9CQY5	7408.073352	9868.394963	9357.756349	9346.99504	NA	18048.74491	NA	NA	NA	NA	8173.657494	NA	8035.599855	13467.9692	5717.706972	NA	NA	11687.04262	7236.951337	9549.893577	NA	NA	11515.7384	NA
Q9CQY8	4290.233883	5569.892791	7368.265463	6256.99841	4776.468051	8583.585139	2586.482789	6764.587555	8348.711087	12518.88128	5648.898292	7807.710861	6314.84097	6747.504053	2963.763503	5018.313821	9181.87021	10415.27058	5938.04753	8533.708672	7493.916438	NA	7122.28521	4166.510167
Q9CQZ5	NA	8251.075935	10028.2	NA	NA	10163.02452	NA	NA	NA	NA	NA	NA	NA	6802.34	NA	NA	NA	13839.6	NA	NA	NA	NA	NA	NA
Q9CQZ6	17354.64175	14281.12744	NA	NA	NA	41541.8984	5109.737702	4992.131496	21695.03535	NA	17532.60873	15289.68728	18742.08527	32980.73231	10702.30257	NA	NA	33277.15372	20500.64864	26764.17375	4606.048371	NA	15905.14421	NA
Q9CR26	2389.779713	5913.394291	NA	4476.755225	NA	1992.23703	NA	NA	NA	NA	1618.940732	NA	876.6579743	1753.193237	1445.236565	NA	NA	2271.206603	NA	NA	NA	NA	NA	NA
Q9CR35	1783568.315	1562147.198	1319480.121	1046526.038	1276159.935	3393716.065	1164566.157	4977424.712	1730073.098	3256307.903	3709138.803	2859491.768	920344.5266	3342520.025	369463.2467	2448259.059	2930048.896	3425555.737	2291620.754	3393358.315	1819169.425	4616650.285	644319.7014	1386325.177
Q9CR51	2590.95	4410.6	4126.16	3749.65	NA	3412.98	NA	NA	NA	NA	NA	NA	NA	2871.28	NA	NA	NA	NA	2264.72	NA	NA	NA	NA	NA
Q9CR57	17161.35584	27073.24933	24482.82909	21293.18032	7627.961202	28280.04034	4325.602454	7327.521413	10679.39894	8760.316983	13256.81579	8970.728859	18238.82564	11583.7659	6759.527812	6735.443563	7754.831548	17788.82049	12224.81301	11660.80889	7306.724632	7576.442317	17869.35774	8129.523028
Q9CR61	24335.8	18292.75143	19709.06078	15510.4959	NA	22758.69572	9862.48	6660.88	14743.7	22136.3	22762.4	21419.76153	10889.7	19437.6	NA	11968.3	NA	34688.2	11765.2	33243.9	10050.1	16540.8	7456.52	NA
Q9CR62	9244.895367	14548.88084	17493.0697	14382.80311	5100.722912	16127.48019	NA	3805.312244	10762.9885	9801.435918	7343.489059	10327.02725	11585.28822	12916.73273	5425.279628	6542.114478	8648.986085	14647.02087	10150.80503	11374.27881	5477.423966	5995.847293	8893.036357	4798.434932
Q9CR67	NA	1388.492207	NA	2173.111729	NA	2034.395206	NA	NA	NA	NA	NA	NA	NA	1535.280002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CR68	94939.46182	247472.651	253607.3528	300249.3617	80826.27604	146727.4499	NA	61217.66779	64957.02527	68510.09277	100251.5676	79135.35306	155033.6437	123416.905	90013.56776	97917.63582	38789.51213	73931.35316	142638.8471	104722.5207	50258.50131	38779.92188	158394.975	80633.67219
Q9CRB6	NA	4957.810468	2493.949816	2505.252741	NA	3381.464352	NA	NA	NA	NA	NA	NA	NA	2977.739089	NA	NA	NA	NA	2883.88281	NA	NA	NA	NA	NA
Q9CRB9	11422.77936	24175.56578	23306.45834	11382.69864	NA	15041.33304	NA	NA	NA	NA	NA	NA	NA	21630.85204	5897.847964	NA	NA	NA	11281.39544	NA	NA	NA	NA	NA
Q9CRD2	NA	2036.04	NA	3020.6912	NA	3952.659607	NA	NA	NA	NA	NA	NA	NA	3478.972946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CRY7	22744.06884	18397.56344	18505.15916	21423.50366	12804.66125	22445.74605	4720.022972	14023.05647	19259.03443	31576.69739	14494.46912	21527.53875	27192.47762	20589.7711	9585.639828	26887.08725	20436.65726	30232.07782	8927.314802	20288.60266	9518.273536	15060.65707	18226.76255	13153.66455
Q9CVB6	9364.798371	14784.29076	13684.07491	13638.85574	4644.652823	14064.61235	2419.20404	5411.71461	7713.424891	9204.698155	7212.551775	6135.948093	8657.495051	8562.32327	7285.613325	4310.160998	8581.950359	13790.6193	8753.332668	9481.302287	4355.952573	NA	7020.718626	4763.52933
Q9CWJ9	9528.17626	8615.283614	9231.955882	8311.621438	13391.63801	6801.110766	8041.278375	NA	5051.106581	2299.755133	10016.84221	NA	NA	8193.57052	8069.555579	13471.21038	7244.145567	4293.39807	11390.07309	13413.92118	4928.861657	5222.776869	9784.021453	10114.50233
Q9CWK8	NA	1617.496614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CWK8;Q9WV80	NA	4191.267868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CWS0	NA	3729.032648	NA	4043.458581	NA	NA	NA	NA	NA	NA	NA	NA	NA	5039.143751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CWZ3	NA	4106.072662	7109.369367	NA	NA	2119.882602	NA	NA	4442.703618	NA	NA	4489.848899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7584.417999	NA
Q9CWZ7	NA	3623.759226	3085.752304	888.5456861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CX00	9408.918141	14581.7422	10505.80941	12868.34484	4354.384648	11987.44049	NA	NA	NA	8966.164723	9726.933975	5800.229406	6201.386066	9192.186016	NA	NA	3418.932736	9458.848532	8896.932578	NA	NA	NA	7993.287579	5509.042454
Q9CXI0	NA	NA	NA	NA	NA	2576.252507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CXI5	7837.32899	6608.376558	6307.668591	7177.050613	3788.855188	5687.160019	2173.917289	3145.627681	9588.491735	4522.054362	5629.652553	5349.475058	5894.41678	6901.758986	NA	NA	2617.818837	7892.618987	6216.593091	7386.272208	NA	NA	3319.024227	2502.787271
Q9CXJ4	NA	NA	NA	NA	NA	3875.331916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CXN7	11271.05812	9910.031871	8665.265504	11959.96961	NA	8651.574524	1302.28475	4431.130663	6247.409332	7804.301191	8197.754497	8511.666704	7122.586601	9057.717287	3252.574902	4882.374648	5220.641307	12653.16261	8154.794067	12118.09589	9316.187822	5899.300878	7442.974082	3537.307358
Q9CXS4	NA	2572.526211	2391.511661	1606.373112	NA	1270.333636	NA	NA	NA	NA	NA	NA	NA	535.7800427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CXW2	4468.41	NA	NA	3792.61	NA	7189.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CXW4	10257.8869	15805.82097	21910.63227	15991.27841	NA	16182.34449	2800.845627	NA	9108.044565	7989.683224	7538.203107	6569.696554	4127.444317	6438.034245	6559.910578	NA	NA	12030.21543	7771.404471	7164.719517	NA	NA	5892.997196	3916.800967
Q9CXZ1	16675.74602	16076.50009	18028.29227	12002.31898	NA	18923.52803	NA	NA	NA	NA	NA	NA	NA	8224.274637	NA	NA	NA	14276.1	NA	NA	NA	NA	NA	NA
Q9CY27	NA	NA	NA	NA	NA	NA	NA	NA	4490.45676	NA	NA	NA	4981.819455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CY50	28907.75206	25705.14337	27497.61308	20526.41862	7625.164167	34636.94023	6248.845488	19607.0336	22207.11863	34334.82147	20450.87451	28607.91818	19121.44189	28475.0677	9440.696971	21340.98496	14140.74034	55194.6117	15705.02173	25120.27187	12879.0593	18661.55532	14369.82113	8444.5737
Q9CY58	NA	2350.163325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CYA0	NA	6847.059908	9041.54003	8569.403127	3571.196834	8015.660987	NA	6311.551574	5974.990739	13831.92423	4568.916252	7556.1272	9712.946128	4926.819259	NA	8905.375473	7404.452159	6631.860114	3402.642459	7642.227794	3784.128602	12545.40814	4149.659215	5677.247696
Q9CYL5	NA	NA	NA	5980.0683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15863.9361	NA
Q9CYR0	12635.50579	13739.9979	15897.08384	10352.54223	4985.186078	14922.4313	3482.618466	8184.863141	15031.84064	16287.57381	8299.415627	16451.50888	15169.5227	8973.523881	4803.857057	10062.08127	8485.988687	22503.49534	11029.06118	11110.64065	15108.53058	7875.943318	9456.319321	3808.987037
Q9CYR6	NA	2004.869542	NA	2739.31513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CZ13	79361.82809	95138.94426	99946.88724	85744.66604	24283.89519	136573.161	15886.87159	13955.62887	43035.64014	50119.79792	53724.7274	35526.816	54385.20693	80517.64546	27865.37004	34603.93528	26247.22282	95980.6311	64900.59583	57717.8877	14237.06417	20546.18958	45382.63651	22675.64792
Q9CZ30	NA	9566.02	12839.2	NA	45165.4	21196.68504	38174.4	17223.1	NA	8188.54	40826.7	19211.2	29458.1	29178.9	46908.6	NA	22282.3	14228.1	51349.3	NA	11643.1	NA	22267.4	32325.4
Q9CZ42	NA	2726.499426	3161.631389	2382.861752	NA	2045.083359	NA	NA	NA	NA	NA	NA	1015.750434	1856.384463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CZD3	3606.149773	10876.45401	6326.642162	7828.019666	NA	8354.398291	NA	NA	NA	NA	NA	NA	NA	5725.382707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CZE3	NA	3147.296701	NA	2254.260626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CZL5	NA	NA	NA	NA	NA	NA	NA	NA	6111.615667	NA	NA	4890.143199	NA	5218.185915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CZM2	44479.68245	40176.08153	36669.54819	39424.70585	17036.51051	64064.83658	12033.41725	23383.47928	42629.35018	29232.75209	39338.54871	44252.18471	36767.14988	31887.80312	25248.92628	21525.5191	18736.71658	59812.96407	38226.6692	38167.30518	32273.44713	19540.38365	37133.85278	17347.49349
Q9CZN7	NA	4116.696182	3288.385561	6099.91683	2112.572136	3498.816179	NA	NA	NA	NA	NA	NA	4715.315202	5719.594223	NA	NA	NA	4373.64905	2930.366902	2639.145241	NA	NA	4685.764687	2689.625218
Q9CZS1	51414.26074	58626.5535	74241.0373	50738.90948	14296.13308	56488.80919	10142.55278	16961.32919	23209.30199	35580.80581	27892.30639	24240.86292	29906.82609	38103.69126	24678.85578	22380.52911	23223.84989	60119.01151	38205.20273	38068.30304	19636.48295	18127.92279	17024.41385	14589.83898
Q9CZU6	163279.1631	251462.9592	236964.9554	168838.6504	54531.64849	251107.1126	35120.75245	35228.24244	76519.98494	102112.6442	93903.08718	80785.85093	116970.3993	145222.773	78681.25499	89350.9888	54237.48627	204742.271	130020.8128	137014.9541	36607.80263	56589.73735	90750.84789	53036.02841
Q9CZW4	NA	5003.324011	3866.038606	4742.46404	NA	3883.966565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2667.45104	NA	NA	NA	NA	NA
Q9CZW5	NA	5369.442653	NA	NA	NA	3247.625062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9CZX8	32774.25303	33286.0557	40712.52081	27600.71421	11147.54177	42459.76838	6527.421317	8196.673663	17441.703	17625.99094	22563.69496	12767.89877	13012.95935	21389.36238	15762.46537	13840.25172	11816.36059	25255.47736	19950.70906	22519.44066	15332.93852	NA	20806.19885	10031.99895
Q9CZY3	NA	4483.480514	NA	3771.849296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D020	NA	6246.856663	4986.953602	2889.997626	NA	2171.941627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1651.723207	NA	NA	NA	NA	NA
Q9D023	NA	NA	NA	NA	NA	2582.376514	NA	939.965303	NA	NA	NA	NA	NA	NA	NA	NA	1897.747379	1979.769745	NA	NA	NA	NA	1480.880166	NA
Q9D051	15125.09919	21551.50055	22896.10117	14305.23021	3665.518152	20990.16047	2761.5248	2549.974546	4029.624193	6740.784878	7145.805422	5867.089122	7627.654343	10602.7368	7542.519133	5946.617634	6903.380566	15143.70512	10931.47791	11061.08859	NA	NA	5258.311732	3452.486197
Q9D0A3	5712.347083	NA	25453.42066	4648.625195	NA	NA	NA	NA	NA	NA	NA	NA	NA	8960.992422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D0E1	NA	7301.802611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D0F3	NA	NA	NA	NA	NA	10010.09393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D0F9	6759.642627	9569.590124	6898.504105	6535.358273	NA	6476.794784	NA	NA	2773.491549	3914.37073	2575.956542	NA	2505.701948	5498.519473	3143.636882	NA	4305.279811	6769.107901	4983.625477	3489.078987	NA	NA	3240.879762	2546.01588
Q9D0I9	NA	21617.08546	9475.556087	31473.36903	NA	22138.19025	NA	NA	NA	NA	98846.43392	NA	NA	8851.923126	NA	NA	NA	NA	15783.12293	NA	NA	NA	NA	NA
Q9D0K2	12926.02129	21845.54902	19470.5346	12310.07126	3921.490716	26540.15316	NA	NA	2661.523504	7813.514654	7956.402559	7955.988271	10599.11772	14855.92797	8021.148956	6259.540446	5185.355222	15481.19965	12914.80893	13476.37212	NA	1898.242893	5221.712051	3170.685571
Q9D0M3	NA	NA	NA	NA	NA	45649.60863	NA	NA	NA	NA	NA	NA	NA	24641.52212	13425.55084	NA	NA	50997.07211	16095.57165	26052.55209	NA	NA	9037.999887	NA
Q9D0R2	6655.448512	5970.165216	5783.299417	7237.276097	2422.205593	7386.349815	NA	3869.5127	4233.164116	NA	6564.458287	2675.394583	4044.125039	6606.390369	3069.769145	NA	NA	5717.438126	4638.294883	3948.075128	1962.625047	NA	4515.116519	NA
Q9D0S9	NA	NA	NA	NA	NA	6485.519448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D154	199948.5338	294546.8828	324629.5061	377180.4018	124962.2452	363801.0199	57306.64019	195866.089	312583.3161	196163.6656	222127.0095	199538.9301	333169.5378	314569.3459	127037.2255	206134.2948	127137.7692	292018.5013	156579.5542	256517.0867	131432.0368	133511.1787	203818.8489	120814.042
Q9D154;Q9JK88	NA	3701.74	2527.1	2319.97	3773.66	13175.4	NA	14033.1	5430.56	6211.58	NA	2993.35	7836.06	4850.03	5051.55	2615.88	7824.65	4672	5820.98	NA	NA	NA	12158.7	4947.78
Q9D172	10327.79986	6939.835825	4675.085163	5801.468872	6288.500226	16365.1117	NA	NA	NA	NA	10124.80418	NA	8720.281615	9132.460718	6079.444064	10309.10802	4741.460575	9384.114929	14897.03917	12072.81293	NA	11858.01225	NA	6545.828664
Q9D1A2	220288.3544	107513.6705	129444.8755	140653.0287	82266.50663	175474.7086	42781.96729	108335.5082	166479.9067	164767.4013	97023.14999	144528.1792	205077.5886	157660.938	87505.62012	174155.9286	90366.69331	189274.2048	99122.53791	162806.3365	109422.6937	144207.6646	177328.9216	78762.54145
Q9D1D4	3511.118329	NA	11210.76718	NA	NA	14628.18868	NA	NA	5920.766172	3432.802034	5294.1105	6392.126711	6973.486242	14438.30667	4516.146787	NA	NA	13329.55226	8003.908385	8282.997461	2811.148948	NA	6139.981294	NA
Q9D1G1	8672.036175	13984.29318	10002.36022	13442.14403	3619.795501	4576.40659	NA	NA	NA	NA	4277.322471	NA	NA	5309.095584	4542.894193	6151.199716	NA	9141.676775	5356.262114	7820.264521	NA	NA	5154.79984	NA
Q9D1M0	NA	NA	1486.776851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D1N9	NA	NA	NA	NA	NA	2866.138403	NA	NA	NA	NA	3293.354436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D1Q6	5151.061346	13406.07772	9733.126852	5580.971526	NA	9297.484515	NA	NA	7021.198768	5839.247737	8173.664854	7246.295187	3651.865589	9309.067647	3521.018763	NA	NA	6615.844648	7156.591612	6495.553502	NA	3812.449505	5425.360117	NA
Q9D1R9	22495.06303	34354.2777	33957.04761	31474.87648	9372.031324	30000.39724	NA	18062.78967	18969.22976	22377.30859	23106.35103	22161.36317	13505.43656	24504.81704	12843.29864	12110.02461	16684.00248	18669.16155	21409.33696	18696.68638	NA	15792.16602	18450.8356	8694.298592
Q9D279	3390.220968	12149.82811	8244.921122	6604.689614	NA	8931.921423	NA	NA	NA	NA	NA	NA	NA	5002.772731	NA	NA	NA	NA	4956.66072	NA	NA	NA	8555.853215	NA
Q9D2G2	20731.79187	28548.05256	25659.94777	23738.8739	7489.816424	31103.58337	4872.440341	13416.5321	13519.719	16936.17113	9963.646871	17452.46528	14795.34533	20767.61407	12432.89899	14782.22815	13323.5763	30882.20668	16220.11395	18648.33752	13141.31007	13535.17725	8629.384588	7612.875862
Q9D2Q8	1893.251957	3280.182159	1994.283539	1275.346504	NA	2021.971039	NA	NA	NA	3102.871004	NA	NA	NA	1404.898537	1406.445473	NA	NA	2105.941501	1548.960405	1396.410081	NA	NA	NA	NA
Q9D2R0	NA	3861.773513	NA	3007.767762	NA	2249.435234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D2Z1	5870.826736	8325.438374	5735.311714	6854.520657	5678.312019	11528.82328	4323.961879	14829.38996	15063.01371	8064.726351	6139.532736	6508.045216	16052.04046	6672.391966	6450.949733	8588.636847	7609.609072	12156.02975	6122.345898	6064.137741	10568.20356	10388.24268	12880.67718	5634.304942
Q9D304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3933.766607	NA	NA	NA	NA	NA	NA	NA	NA	NA	8944.648037	NA
Q9D306	NA	4659.368559	4904.851368	7212.644532	NA	4875.908019	NA	NA	NA	NA	4202.861972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D309	8291.732238	8229.986921	12232.22604	10462.35438	NA	8938.159737	NA	NA	7939.577873	NA	5604.104911	7112.801696	4036.809674	9754.171465	10194.81541	NA	NA	9915.549801	6378.336884	6707.288808	NA	NA	8031.207104	NA
Q9D311	12660.29084	20082.69318	14261.34382	31788.12025	14764.63051	21138.2592	7978.35	23028.8	46624.8568	31932.04036	24285.11162	17329	58621.46587	12993.03812	13335.40735	15325.7	13505.1	14730.78135	19461.66968	17844.27294	30297.53926	7470.74	43156.76049	14955.88983
Q9D312	54349.7627	151686.3529	105363.335	107197.8277	6359.770645	67133.69115	4930.590062	NA	9878.631157	8372.90629	21613.35755	4310.355508	8515.032915	29771.82916	16185.33187	NA	11601.1216	30255.62476	44312.61311	24796.92482	NA	2941.28593	NA	6293.533446
Q9D338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1163.29783	NA	NA	NA	NA	NA
Q9D358	NA	5256.846229	3403.35009	4258.478661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D3D9	51283.70391	49697.96831	56307.97814	38326.22369	9611.661538	82563.74911	16709.04894	4921.347853	19835.74344	26336.78205	30741.07083	20665.07207	21796.40139	44350.87224	21264.61418	21724.93584	17447.00501	70346.44041	49334.28636	42994.00334	9429.993714	13639.39154	9733.97984	9935.0287
Q9D3H2	500417.9954	121391.7628	198829.2696	138331.6479	511187.8264	350838.0834	205578.829	1056883.873	722687.8378	884014.0018	584867.7269	280947.98	206743.345	360535.4604	192768.3378	1049018.615	383799.2446	406843.1666	161508.3893	194065.9438	378116.3229	753598.2366	413743.9652	473393.8033
Q9D3P8	NA	12270.10394	11610.71402	11819.84125	NA	8875.527452	NA	NA	NA	NA	NA	NA	NA	6395.087039	4082.605626	NA	NA	NA	8720.375981	NA	NA	NA	NA	NA
Q9D662	NA	NA	2299.333602	3346.098809	NA	1714.034879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D687	17584.699	26332.8639	26516.98692	39817.98228	21137.21915	18299.22967	6082.912434	29587.33758	33066.43506	34237.65246	26371.74838	31941.13495	78045.75366	20411.00191	23484.05402	18744.15963	24015.63796	17597.93039	25189.9568	29124.07191	45646.51351	13251.82438	78272.73235	21444.87166
Q9D6J5	7123.496352	9774.444079	8965.546745	NA	NA	17137.83028	NA	NA	NA	NA	NA	NA	NA	8074.853757	4314.417147	NA	NA	11555.89995	7032.139505	6908.126932	NA	NA	NA	NA
Q9D6J6	16891.40854	26384.12523	31500.12271	18522.21738	6365.927108	22299.24682	NA	7112.556911	16575.0095	16627.16034	9705.168104	19073.10942	9594.900082	12336.2989	7911.563263	14923.57373	9992.235664	35074.71562	9144.879013	17403.34838	10308.97852	13893.54783	7965.862024	6068.029468
Q9D6M3	NA	4314.66	NA	NA	NA	2419.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D6R2	32182.49611	44540.31538	46929.11558	31642.88014	7550.956789	56271.11511	5777.509303	4630.51789	6523.63236	13771.98247	15468.55733	8816.207564	15127.26296	24902.55263	18050.3779	11499.63412	9802.265781	29110.83841	30266.77983	22823.7564	5750.659175	4542.380053	11466.52054	8109.009635
Q9D6U8	3519.804299	6326.816255	5154.666231	6869.190831	NA	6198.710367	NA	NA	3722.361844	NA	NA	NA	NA	7746.212054	NA	NA	NA	3710.78615	3058.346294	NA	NA	NA	NA	NA
Q9D6X5	2414.207273	1983.166661	1620.819453	2025.198624	NA	1366.700072	NA	NA	1534.004904	NA	1222.451026	NA	3424.794458	1923.605085	NA	NA	NA	NA	2008.21403	1383.011034	NA	NA	2364.130306	NA
Q9D708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1549.794407	NA	NA	NA	NA	NA	NA	2623.177366	NA	NA	NA	1565.711231	NA
Q9D733	2694540.436	1525946.922	2450527.219	1554437.82	1313750.985	1417561.433	1187945.573	2036462.106	2817345.03	3726006.698	1936196.595	1928220.272	1599400.143	1105350.595	198305.9097	1575432.089	2631586.693	1613708.752	1398682.935	1800544.307	5136481.623	2329431.33	2860371.788	1390052.544
Q9D7B6	NA	4712.312514	4670.619005	3752.819739	NA	4684.844717	NA	NA	NA	NA	NA	NA	2030.588549	3681.137378	NA	NA	NA	NA	4101.659428	1627.554463	NA	NA	2657.915233	NA
Q9D7D2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	813.8060661	NA	NA	NA	872.9113902	NA
Q9D7G0	NA	2974.66	NA	2792.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D7L8	62618.49634	73760.09581	73742.71182	90606.83433	39806.3998	85703.68956	27735.77017	75527.20138	109689.9532	147735.112	56303.79132	96121.83365	118657.7332	59733.71962	27432.57301	73035.34074	66833.13616	100412.0599	58663.85043	60917.21091	159279.8576	89341.09925	61588.59108	36366.46986
Q9D7N3	NA	NA	NA	NA	NA	1728.814753	NA	NA	NA	NA	NA	NA	NA	1332.472284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9D7N9	6054.635198	6965.535694	5022.749149	6138.687115	NA	9142.125073	NA	7325.886073	9682.054914	6097.897443	NA	8022.126282	8579.524853	7262.586409	NA	6458.441886	6512.455294	12444.98602	4230.191547	7248.108774	NA	6087.867011	5818.358	NA
